status;finalidade;tipo;dormitorios;quartos;cidade;cep;endereco;numero;complemento;bairro;estado;metragem;areaterreno;area_total;area_util;garagem;idade;condominio;valorvenda;iptu;promocao;dataregistro;condominiofechado;zoneamento;ImovelEntregue;datacadastro;dataupdate;Andar;valor_total
Vendido;Residencial;Apartamento;2;2;Campo Largo;83602160;Rua José De Paiva Vidal;1543;AP 11  BL 01;Vila Santa Terezinha;PR;46.99;46.99;46.99;46.99;1;0;;170000;0.0;N;2023-09-27T00:10:26.800;S;z;0;2023-07-26T11:21:47.877;;0;170000.0
Disponível;Residencial;Apartamento;2;2;Campo Largo;83604581;Rua Maria Joaquina Vaz;721;BLOCO 27 APTO 2712;Jardim Itaqui;PR;64.0;0.0;64.0;52.0;1;6;Condomínio Clube Califórnia;140000;123.5;N;2023-09-27T00:10:26.800;S;0;0;2023-01-31T10:16:24.483;;0;140421.5
Disponível;Residencial;Apartamento;2;2;Campo Largo;83601250;Rua João Batista Campagnaro;25;;Centro;PR;55.98;55.98;55.98;55.98;1;0;;250000;0.0;N;2023-09-27T00:10:26.800;S;ZR3;0;2023-08-24T13:14:19.330;;0;250000.0
Disponível;Residencial;Apartamento;2;2;Campo Largo;83604581;Rua Maria Joaquina Vaz;721;Bl. 08 Ap. 107;Jardim Itaqui;PR;40.0;76.39;40.0;65.07;1;2;Condomínio Residencial Califórnia;180000;364.25;N;2023-09-27T00:10:26.800;S;ZR;0;2023-09-13T15:09:49.973;;0;180674.25
Disponível;Residencial;Apartamento;2;2;Campo Largo;83601240;Rua João Rivabem;1166;Apartamento 26;Centro;PR;44.69;45.71;44.69;40.48;1;5;Residencial Hausville Aparecida;202827;0.0;N;2023-09-27T00:10:26.800;S;z;0;2023-09-13T13:35:57.260;;0;202827.0
Disponível;Residencial;Apartamento;2;2;Campo Largo;83605090;Rua Ângelo Zanetti;765;;Loteamento Itaboa;PR;10000.0;22000.0;10000.0;47.09;1;1;Residencial San Donato;215000;0.0;N;2023-09-27T00:10:26.800;S;Z;0;2023-08-30T12:54:27.443;;0;215000.0
Disponível;Residencial;Apartamento;2;2;Campo Largo;83604360;Estrada Dos Expedicionários;50;BLOCO 21 APTO 2121;Bom Jesus;PR;46.18;0.0;46.18;40.31;1;1;Residencial Madison;135000;89.23;N;2023-09-27T00:10:26.800;S;0;0;2023-08-15T14:15:08.010;;0;135276.01
Disponível;Residencial;Apartamento;2;2;Campo Largo;83601030;Rua Xv De Novembro;3714;Apartamento 25 ;Centro;PR;64.14;64.14;64.14;42.61;1;7;Residencial Hausville Bom Jesus;220031;0.0;N;2023-09-27T00:10:26.800;S;z;0;2023-09-13T13:33:56.480;;0;220031.0
Reservada;Residencial;Apartamento;2;2;Campo Largo;83603123;Rua Reinaldo Gadens;210;apto 1734;Jardim Iruama;PR;47.95;0.0;47.95;41.83;1;5;Residencial Dallas;135000;0.0;N;2023-09-27T00:10:26.800;S;ZR;0;2023-09-14T15:25:53.150;;0;135000.0
Disponível;Residencial;Apartamento;2;2;Campo Largo;83603123;Rua Reinaldo Gadens;210;3124;Jardim Iruama;PR;41.83;41.83;41.83;41.83;1;8;Residencial Dallas;149000;390.0;N;2023-09-27T00:10:26.800;S;ZR;0;2023-09-11T15:04:19.367;;0;139680.0
Disponível;Residencial;Apartamento;2;2;Campo Largo;83603123;Rua Reinaldo Gadens;210;3122;Jardim Iruama;PR;55.51;0.0;55.51;43.51;1;6;Residencial Dallas;138000;400.0;N;2023-09-27T00:10:26.800;S;ZR;0;2023-09-05T11:19:40.650;;0;129690.0
Disponível;Residencial;Apartamento;2;2;Campo Largo;83604360;Estrada Dos Expedicionários;4799;;Bom Jesus;PR;46.95;46.95;46.95;46.95;1;1;Residencial Madison;185000;0.0;N;2023-09-27T00:10:26.800;S;5;0;2023-06-19T10:30:51.807;;0;185190.0
Disponível;Residencial;Apartamento;2;2;Campo Largo;83605090;Rua Ângelo Zanetti;260;;Loteamento Itaboa;PR;40.0;40.0;40.0;40.0;0;0;Residencial Boulevard Felice;191000;0.0;N;2023-09-27T00:10:26.800;S;ZR3;0;2023-09-26T10:50:30.733;;0;191000.0
Disponível;Residencial;Apartamento;2;2;Campo Largo;83604581;Rua Maria Joaquina Vaz;721;Apartamento 107 BLOCO 37;Jardim Itaqui;PR;45.91;52.0;45.91;52.0;1;0;Califórnia;170000;0.0;N;2023-09-27T00:10:26.800;S;z;0;2023-09-13T13:40:36.727;;0;170000.0
Disponível;Residencial;Apartamento;2;2;Campo Largo;83602160;Rua José De Paiva Vidal;1543;apartamento 11;Vila Santa Terezinha;PR;47.0;108.56;47.0;47.0;1;0;residencial Parque Arvoredo;220000;0.0;N;2023-09-27T00:10:26.800;S;APA;0;2023-06-30T13:23:13.767;;0;220000.0
Disponível;Residencial;Apartamento;1;1;Campo Largo;83601160;Rua Dom Pedro Ii;1845;ap 101;Centro;PR;86.42;0.0;86.42;71.0;1;5;ED INÊS FONSECA;395000;0.0;N;2023-09-27T00:10:26.800;S;ZR4;0;2023-07-12T11:53:00.633;;0;395350.0
Disponível;Residencial;Apartamento;2;2;Campo Largo;83604360;Estrada Dos Expedicionários;50;Bl.22 Ap. 42;Bom Jesus;PR;40.0;0.0;40.0;52.5;1;0;Condomínio Madison;135000;294.18;N;2023-09-27T00:10:26.800;S;zr;0;2023-09-13T14:59:56.090;;0;135484.18
Disponível;Residencial;Apartamento;2;2;Campo Largo;83604581;Rua Maria Joaquina Vaz;721;Bloco 14, Apartamento 1434, no 3º andar.;Jardim Itaqui;PR;43.61;43.61;43.61;43.61;0;0;Califórnia;150000;0.0;N;2023-09-27T00:10:26.800;S;ZR;0;2023-09-13T13:39:47.690;;0;150279.0
Disponível;Residencial;Apartamento;3;2;Campo Largo;83607140;Rua Engenheiro Tourinho;187;AP 803;Vila Solene;PR;157.0;157.0;157.0;157.0;2;3;;750000;0.0;N;2023-09-27T00:10:26.800;N;Z;0;2023-09-13T13:42:19.500;;0;750750.0
Disponível;Residencial;Apartamento;3;2;Campo Largo;83607140;Rua Engenheiro Tourinho;187;AP 602;Vila Solene;PR;160.96;160.96;160.96;160.96;2;3;;760000;0.0;N;2023-09-27T00:10:26.800;N;Z;0;2023-09-13T13:41:26.887;;0;760000.0
Disponível;Residencial;Apartamento;2;2;Campo Largo;83604360;Estrada Dos Expedicionários;1145;;Itaqui;PR;46.0;46.0;46.0;46.0;1;3;;187000;0.0;N;2023-09-27T00:10:26.800;S;z;0;2023-09-13T13:38:54.540;;0;187000.0
Disponível;Residencial;Apartamento;2;2;Campo Largo;83605090;Rua Ângelo Zanetti;795;;Loteamento Itaboa;PR;54.35;54.35;54.35;54.35;1;2;Condomínio Siena;210000;1180.0;N;2023-09-27T00:10:26.800;S;z;0;2023-09-13T13:58:20.420;;0;211470.0
Vendido;Residencial;Apartamento;2;2;Campo Largo;83603123;Rua Reinaldo Gadens;210;Bl 17 - Apto 1744;Jardim Iruama;PR;47.95;0.0;47.95;41.83;1;5;Residencial Dallas;110000;0.0;N;2023-09-27T00:10:26.800;S;ZR4;0;2023-05-10T16:06:06.917;;0;110280.0
Disponível;Residencial;Apartamento;2;2;Campo Largo;83607090;Rua Vereador João Augusto De Almeida Barbosa;385;apto 406;Vila Otto;PR;53.83;58.62;53.83;70.0;1;0;Residenziale Giovanni;340000;0.0;N;2023-09-27T00:10:26.800;S;zr6;0;2023-05-31T11:11:10.837;;0;340000.0
Vendido;Residencial;Apartamento;2;2;Campo Largo;83604581;Rua Maria Joaquina Vaz;721;;Jardim Itaqui;PR;60.0;40.0;60.0;60.0;1;2;Residencial Califórnia;160000;0.0;N;2023-09-27T00:10:26.800;S;z;0;2023-09-13T15:00:34.860;;0;160250.0
Disponível;Residencial;Apartamento;2;2;Campo Largo;83603123;Rua Reinaldo Gadens;944;Apto 944 bloco 09 ;Jardim Iruama;PR;53.83;0.0;53.83;41.83;1;5;DALLAS;134000;355.0;N;2023-09-27T00:10:26.800;S;zr;0;2023-09-26T15:10:13.147;;0;134775.0
Disponível;Residencial;Apartamento;2;2;Campo Largo;83606415;Rua Da Paz;101;;Loteamento São Francisco De Assis;PR;51.64;53.95;51.64;51.64;1;7;Hausville São Francisco;199420;0.0;N;2023-09-27T00:10:26.800;S;z;0;2023-09-13T13:36:31.747;;0;199420.0
Disponível;Residencial;Apartamento;2;2;Campo Largo;83606260;Rua Caetano Munhoz Da Rocha;1080;406;Loteamento Ouro Verde I;PR;40.0;0.0;40.0;40.0;0;1;Oregon Condomínio Clube;190000;0.0;N;2023-09-27T00:10:26.800;S;zr;0;2022-12-21T09:08:23.227;;0;190000.0
Disponível;Residencial;Apartamento;2;2;Campo Largo;83606260;Rua Caetano Munhoz Da Rocha;1080;;Loteamento Ouro Verde I;PR;43.61;0.0;43.61;43.61;1;1;Oregon Condominio Clube;204000;0.0;N;2023-09-27T00:10:26.800;S;zr;0;2022-12-21T09:09:21.073;;0;204000.0
