bairro;cidade;estado;dormitorios;Quartos;metragem;area_total;garagem;idade;condominiofechado;esquina;Andar;AceitaPets;MobiliadoCombo;garden;elevador;Academia;MobiliadoVenda;Gas
Jardim Planalto;Contenda;PR;2;2;40.32;40.32;1;12;N;N;0;0;Nao;0;0;0;0;1
Jardim Cionek;Contenda;PR;3;3;70.0;70.0;3;0;N;N;0;0;Nao;0;0;0;0;1
Jardim Leonidas Baumel;Contenda;PR;3;3;84.0;84.0;1;1;N;N;0;0;Nao;0;0;0;1;1
Jardim Planalto;Contenda;PR;2;2;63.0;63.0;0;0;S;N;0;0;Nao;0;0;0;0;1
